id,Authors,BestEstimate,CorrelationCoefficient,StandardError,Tstatistic,Observations,DegreesofFreedom,NumberofCountries,TotalSpending,GovernmentConsumption,PublicInvestment,SocialSpending,EducationSpending,HealthSpending,OtherSpending,TradeGlobalization,FinancialGlobalization,OverallEconomicGlobalization,ControlVariables,CountryFixedEffects,TimeFixedEffects,CrossSection,StartingYearData,EndYearData,AdvancedCountriesOnly,DevelopingCountriesOnly,MixofCountries,EconometricStrategy,OLS,RandomEffects,GMM,OtherEstimator,JournalName,YearofPublication,EconomicsJournal,JournalImpactFactor,Primary,Crossauthor,Prior,TermsOfTradeRisk,IncomeLevel,GDPgrowth,Unemployment,LaborPower,PartisanPolitics,OldAge,Democracy,GlobalizationInteracted,OtherGovSpending,LevelLevel,ChangeChange,LevelChange,ChangeLevel
55,Potrafke 2011,0,-0.09,0.095744681,-0.94,552,491,23,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.1287,0.045157895,-2.85,552,491,23,0,0,0,0,1,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.0754,0.046832298,-1.61,552,491,23,0,0,0,1,0,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
55,Potrafke 2011,1,0.0075,0.053571429,0.14,247,189,20,1,0,0,0,0,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
55,Potrafke 2011,0,0.1066,0.142133333,0.75,247,189,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.4418,0.171906615,2.57,247,189,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.1181,0.262444444,0.45,247,189,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.2709,0.21672,-1.25,247,189,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.2195,0.084749035,-2.59,247,189,20,0,0,0,0,0,1,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.3002,0.136454545,-2.2,247,189,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.0808,0.064126984,-1.26,247,189,20,0,0,0,0,1,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.0299,0.058627451,-0.51,247,189,20,0,0,0,1,0,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, ",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
55,Potrafke 2011,0,-0.0156,0.018352941,-0.85,552,484,23,1,0,0,0,0,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
55,Potrafke 2011,0,-0.0016,0.001927711,-0.83,552,484,23,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0016,0.007619048,0.21,552,484,23,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0003,0.00375,0.08,552,484,23,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0024,0.002285714,1.05,552,484,23,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.0005,0.003125,-0.16,552,484,23,0,0,0,0,0,1,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.0054,0.002769231,-1.95,552,484,23,0,0,0,0,1,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.0106,0.006794872,-1.56,552,484,23,0,0,0,1,0,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1970,1997,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
55,Potrafke 2011,0,0.0362,0.016915888,2.14,245,180,20,1,0,0,0,0,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
55,Potrafke 2011,0,0.0097,0.008434783,1.15,245,180,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0009,0.001875,0.48,245,180,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.011,0.009734513,1.13,245,180,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0002,0.000833333,0.24,245,180,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0009,0.001607143,0.56,245,180,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0027,0.003461538,0.78,245,180,20,0,0,0,0,0,0,1,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,-0.0002,0.001333333,-0.15,245,180,20,0,0,0,0,0,1,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0009,0.002368421,0.38,245,180,20,0,0,0,0,1,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0
55,Potrafke 2011,0,0.0102,0.006035503,1.69,245,180,20,0,0,0,1,0,0,0,1,0,0,"Ideology (leftwing), population, young age population, old age population, GDP per capita, Prices of public consumption, unemployment, + growth terms of all explanatory variables",1,1,0,1990,2006,1,0,0,OLS,1,0,0,0,Economics of Governance,2011,1,0.938,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0
56,Hausken et al. 2004,1,-5.9943,2.9873,-2.006594584,83,71,83,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Human capital index, Veto players, Democracy, squared term for democracy, southeast asia dummy, oecd dummy, latin america dummy, adrica dummy",0,0,1,1975,1997,0,0,1,OLS,1,0,0,0,Constitutional Political Economy,2004,0,0.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
56,Hausken et al. 2004,0,-6.7511,3.1039,-2.175037856,83,72,83,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Human capital index, Veto players, Democracy, southeast asia dummy, oecd dummy, latin america dummy, adrica dummy",0,0,1,1975,1997,0,0,1,OLS,1,0,0,0,Constitutional Political Economy,2004,0,0.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
56,Hausken et al. 2004,0,-6.3837,3.1533,-2.024450576,78,68,78,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Human capital index, Veto players, Democracy, southeast asia dummy, oecd dummy, latin america dummy, adrica dummy",0,0,1,1975,1997,0,0,1,OLS,1,0,0,0,Constitutional Political Economy,2004,0,0.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
56,Hausken et al. 2004,0,-6.4583,3.2759,-1.971458225,63,53,63,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Human capital index, Veto players, Democracy, southeast asia dummy, oecd dummy, latin america dummy, adrica dummy",0,0,1,1975,1997,0,0,1,OLS,1,0,0,0,Constitutional Political Economy,2004,0,0.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
56,Hausken et al. 2004,0,-5.7179,3.5852,-1.594862211,63,53,63,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Human capital index, Veto players, Democracy, southeast asia dummy, oecd dummy, latin america dummy, adrica dummy",0,0,1,1975,1997,0,1,0,OLS,1,0,0,0,Constitutional Political Economy,2004,0,0.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
56,Hausken et al. 2004,0,-9.8196,4.0984,-2.395959399,56,46,56,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Human capital index, Veto players, Democracy, southeast asia dummy, oecd dummy, latin america dummy, adrica dummy",0,0,1,1975,1997,0,0,1,OLS,1,0,0,0,Constitutional Political Economy,2004,0,0.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
57,Brady and Lee 2014,0,-0.33,0.130900436,-2.521,629,595,17,1,0,0,0,0,0,0,1,0,0,"Women in parlament, unionization, tripartite pact, left cabinet, right cabinet, veto points, tax distribution, euro adoption, unemployment, old age population, young age population, deindustrialization, net migration, GDP per capita, budget deficit",1,0,0,1971,2008,1,0,0,OLS,1,0,0,0,Journal of European Social Policy,2014,0,1.542,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
57,Brady and Lee 2014,0,-0.713,0.344610923,-2.069,306,273,17,1,0,0,0,0,0,0,1,0,0,"Women in parlament, unionization, tripartite pact, left cabinet, right cabinet, veto points, tax distribution, unemployment, old age population, young age population, deindustrialization, net migration, GDP per capita, budget deficit",1,0,0,1971,1989,1,0,0,OLS,1,0,0,0,Journal of European Social Policy,2014,0,1.542,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
57,Brady and Lee 2014,1,-0.285,0.423476969,-0.673,272,239,17,1,0,0,0,0,0,0,1,0,0,"Women in parlament, unionization, tripartite pact, left cabinet, right cabinet, veto points, tax distribution, unemployment, old age population, young age population, deindustrialization, net migration, GDP per capita, budget deficit",1,0,0,1971,1987,1,0,0,OLS,1,0,0,0,Journal of European Social Policy,2014,0,1.542,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
57,Brady and Lee 2014,0,-0.77,0.271988697,-2.831,323,290,17,1,0,0,0,0,0,0,1,0,0,"Women in parlament, unionization, tripartite pact, left cabinet, right cabinet, veto points, tax distribution, unemployment, old age population, young age population, deindustrialization, net migration, GDP per capita, budget deficit",1,0,0,1990,2008,1,0,0,OLS,1,0,0,0,Journal of European Social Policy,2014,0,1.542,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
57,Brady and Lee 2014,0,-0.724,0.263944586,-2.743,357,324,17,1,0,0,0,0,0,0,1,0,0,"Women in parlament, unionization, tripartite pact, left cabinet, right cabinet, veto points, tax distribution, unemployment, old age population, young age population, deindustrialization, net migration, GDP per capita, budget deficit",1,0,0,1988,2008,1,0,0,OLS,1,0,0,0,Journal of European Social Policy,2014,0,1.542,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1
58,Lane 2003,0,0.007,0.002536232,2.76,22,15,22,0,0,0,0,0,0,1,1,0,0,"GDP volatility, veto points in political system, GDP per capita, average ratio of public sector employment to total employment, fiscal cyclicality",0,0,1,1960,1998,1,0,0,OLS,1,0,0,0,Journal of Public Economics,2003,1,1.905,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
58,Lane 2003,1,0.008,0.003478261,2.3,22,15,22,0,1,0,0,0,0,0,1,0,0,"GDP volatility, veto points in political system, GDP per capita, average ratio of public sector employment to total employment, fiscal cyclicality",0,0,1,1960,1998,1,0,0,OLS,1,0,0,0,Journal of Public Economics,2003,1,1.905,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
58,Lane 2003,0,0.033,0.004145729,7.96,22,15,22,0,0,1,0,0,0,0,1,0,0,"GDP volatility, veto points in political system, GDP per capita, average ratio of public sector employment to total employment, fiscal cyclicality",0,0,1,1960,1998,1,0,0,OLS,1,0,0,0,Journal of Public Economics,2003,1,1.905,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
58,Lane 2003,0,0.01,0.002906977,3.44,22,15,22,1,0,0,0,0,0,0,1,0,0,"GDP volatility, veto points in political system, GDP per capita, average ratio of public sector employment to total employment, fiscal cyclicality",0,0,1,1960,1998,1,0,0,OLS,1,0,0,0,Journal of Public Economics,2003,1,1.905,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
58,Lane 2003,0,0.006,0.001271186,4.72,22,15,22,0,0,0,0,0,0,1,1,0,0,"GDP volatility, veto points in political system, GDP per capita, average ratio of public sector employment to total employment, fiscal cyclicality",0,0,1,1960,1998,1,0,0,OLS,1,0,0,0,Journal of Public Economics,2003,1,1.905,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
58,Lane 2003,0,0.007,0.001449275,4.83,22,15,22,0,0,0,0,0,0,1,1,0,0,"GDP volatility, veto points in political system, GDP per capita, average ratio of public sector employment to total employment, fiscal cyclicality",0,0,1,1960,1998,1,0,0,OLS,1,0,0,0,Journal of Public Economics,2003,1,1.905,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
59,Zakaria 2011,1,0.42,0.114691425,3.662,63,53,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, democracy, foreign debt, inflation rate, investment, urbanization",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
59,Zakaria 2011,0,0.171,0.034441088,4.965,63,59,1,1,0,0,0,0,0,0,1,0,0,x,0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.292,0.10762993,2.713,63,58,1,1,0,0,0,0,0,0,1,0,0,GDP per capita,0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.212,0.067173638,3.156,63,57,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Democracy",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
59,Zakaria 2011,0,-0.006,0.044117647,-0.136,63,57,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, Foreign debt",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.269,0.064292543,4.184,63,57,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, inflation",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.24,0.048582996,4.94,63,57,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, investment",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.374,0.185423897,2.017,63,58,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, urbanization",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.232,0.075693312,3.065,63,57,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, urbanization, GDP per capita, democracy",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
59,Zakaria 2011,0,0.138,0.043879173,3.145,63,57,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, urbanization, foreign debt, inflation",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.316,0.043063505,7.338,63,57,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, urbanization, investment, urbanization",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
59,Zakaria 2011,0,0.23,0.107326178,2.143,63,56,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, democracy, foreign debt, inflation, investment, urbanization, interaction of openness with terms of trade volatility",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
59,Zakaria 2011,0,0.07,0.035425101,1.976,63,56,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, democracy, interaction of openness with terms of trade volatility",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
59,Zakaria 2011,0,0.165,0.062785388,2.628,63,56,1,1,0,0,0,0,0,0,1,0,0,"GDP per capita, democracy, foreign debt, inflation, interaction of openness with terms of trade volatility",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
59,Zakaria 2011,0,0.08,0.027425437,2.917,63,53,1,1,0,0,0,0,0,0,1,0,0,"foreign debt, inflation, investment, urbanization, interaction of openness with terms of trade volatility",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
59,Zakaria 2011,0,0.396,0.113142857,3.5,63,55,1,1,0,0,0,0,0,0,1,0,0,"investment, urbanization, interaction of openness with terms of trade volatility",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
59,Zakaria 2011,0,0.26,0.07133059,3.645,63,55,1,1,0,0,0,0,0,0,1,0,0,"Population, democracy, foreign debt, inflation, investment, urbanization",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
59,Zakaria 2011,0,0.178,0.033073207,5.382,63,52,1,1,0,0,0,0,0,0,1,0,0,"Population, democracy, foreign debt, inflation",0,0,0,1947,2009,0,1,0,GMM,0,0,1,0,Transition Studies Review,2011,1,0.1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
60,Wu and Lin 2012,0,0.183,0.016,11.4375,270,231,1,0,0,0,0,0,0,1,1,0,0,"GDP per capita, population/counties, minority density, dependency ratio, revenue dezentralization",1,1,0,1998,2006,0,1,0,OLS,1,0,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.216,0.019,11.36842105,270,231,1,0,0,0,0,0,0,1,1,0,0,"GDP per capita, population/counties, minority density, dependency ratio, expenditure dezentralization",1,1,0,1998,2006,0,1,0,OLS,1,0,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.211,0.018,11.72222222,270,231,1,0,0,0,0,0,0,1,1,0,0,"GDP per capita, population/counties, minority density, dependency ratio, vertical imbalance",1,1,0,1998,2006,0,1,0,OLS,1,0,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.206,0.017,12.11764706,270,261,1,0,0,0,0,0,0,1,1,0,0,"GDP per capita, population/counties, minority density, dependency ratio, revenue dezentralization",0,0,0,1998,2006,0,1,0,Random effects,0,1,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.209,0.019,11,270,261,1,0,0,0,0,0,0,1,1,0,0,"GDP per capita, population/counties, minority density, dependency ratio, expenditure dezentralization",0,0,0,1998,2006,0,1,0,Random effects,0,1,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.213,0.018,11.83333333,270,261,1,0,0,0,0,0,0,1,1,0,0,"GDP per capita, population/counties, minority density, dependency ratio, vertical imbalance",0,0,0,1998,2006,0,1,0,Random effects,0,1,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.188,0.024,7.833333333,270,231,1,0,0,0,0,0,0,1,0,1,0,"GDP per capita, population/counties, minority density, dependency ratio, revenue dezentralization",1,1,0,1998,2006,0,1,0,OLS,1,0,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.233,0.026,8.961538462,270,231,1,0,0,0,0,0,0,1,0,1,0,"GDP per capita, population/counties, minority density, dependency ratio, expenditure dezentralization",1,1,0,1998,2006,0,1,0,OLS,1,0,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.232,0.026,8.923076923,270,231,1,0,0,0,0,0,0,1,0,1,0,"GDP per capita, population/counties, minority density, dependency ratio, vertical imbalance",1,1,0,1998,2006,0,1,0,OLS,1,0,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
60,Wu and Lin 2012,0,0.187,0.025,7.48,270,261,1,0,0,0,0,0,0,1,0,1,0,"GDP per capita, population/counties, minority density, dependency ratio, revenue dezentralization",0,0,0,1998,2006,0,1,0,Random effects,0,1,0,0,Public Choice,2012,1,1.064,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
